timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-15T11:49:50,codecarbon,5887fa45-6eb0-4e20-b678-5ef9bebb7055,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7.920850311002141,1.4021866672264404e-06,1.770247652930379e-07,2.1404783220000003,0.0,10.0,4.411790126120849e-06,0.0,2.060983173055825e-05,2.5021621856679103e-05,0.0,France,FRA,occitanie,,,Linux-6.17.0-35-generic-x86_64-with-glibc2.39,3.11.15,3.2.8,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,0,,1.2299,43.5321,15.49447250366211,machine,10.0,0,73.22,11.345494079589844,N,1.0,0.0
2026-06-15T12:04:52,codecarbon,f299b22f-2a7f-4735-83ee-3cd9ec713635,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,73.08195018599872,1.5741502056827197e-05,2.1539521067464626e-07,4.44872627367952,0.0,10.0,8.485671802497893e-05,0.0,0.00019604590437776194,0.00028090262240274087,0.0,France,FRA,occitanie,,,Linux-6.17.0-35-generic-x86_64-with-glibc2.39,3.11.15,3.2.8,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,0,,1.2299,43.5321,15.49447250366211,machine,12.32394366197183,0,76.06338028169013,11.785145396917638,N,1.0,0.0
